D;E;F;G;BC;BD;BE;BF;BG;BH;BI;BJ;BK;CC;CB;CA;CD;CE;CF;CG;CY;CZ;DA;DB;DC;DD;DE;DF;DG;DH;HS;HT;HW;HX;IE;IF;IG;IH;JR;JS;JT;JU;JV;JW;JX;JY;JZ;KA;KB;KF;KG;KH;KI;KJ;KK;KL;KM;KN;KO;KX;KY;KZ;LA;LB;LQ;LR;LS;LT;LU;LV;LW;LX;LY;LZ;MA;MB;MC;MD;ME;MF;MG;MH;MI;MJ;MK;ML;MM;MN;MO;MP;MQ;MR;MS;MT;MU;MV;MW;MX;MY;MZ
266;254;149;105;-275,8;-279,4;0;13;-70;-1;-40;-8;-21;-5;84;80;12;7;0,1;-28,9;5;1;55;15;230;124;48;80;182;44;-188;35;-144;-7;-18;-18;10;3;-14;118;34;-128;-99;-15;9;-8;-1;0;-3;2;-2;-1;-41;-178;12;-5;-3;-4;6;89;40;5;2;-3;1,2;2,8;3;171;45;364;2950;-951;1205;109;103;40;-28523;-525;-2814;-6803;-6950;-3804;-1296;-3616;-365;-1902;-12737;-4281;1150;-2295;-241;-1156;-2280;-1662;-921;-897;-167;2,3549;-10;9,9247
-8;-254;-98;-156;-371,4;-383;-3;-28;-25;3;-1;-16;-11;-44;150;15;-53;-72;0,7;-19,9;3;-12;-179;-194;125;95;35;129;90;-34;-384;-31;-76;-40;-12;-12;-2;-2;-154;82;43;105;56;25;-3;-113;2;-5;-14;-3;-2;3;-24;-3;-24;3;0;-2;5;5;-8;-10;1;-3;-0,9;1,7;2,1;529;312;-202;4136;-499;-151;-6;285;-157;-33118;-2350;-4406;-5106;-1445;-1007;-5285;-5083;-5845;-1991;-17274;-7498;-2406;-432;-2174;-40;-4917;45;-866;1034;-159;17,0926;-8;2,8721
-744;-1388;-656;-732;-373,6;-394,1;-40;98;-132;-5;-61;-26;-40;-237;636;34;-155;-339;0,4;-18,9;-33;-25;-605;-669;319;348;8;228;311;120;-1718;-270;-195;-59;-55;-56;-50;-46;-853;129;18;23;17;34;76;56;-20;-7;-13;0;-6;-8;-62;-376;25;7;-4;-26;-2;166;-1;22;-6;0;0,8;1,7;1,4;979;549;-907;11885;6367;-3701;1267;-153;-642;-160013;-6201;-15376;-14298;-11153;-17667;-24810;-24080;-17869;-28035;-30999;-26318;-10611;-3731;1005;-695;-2291;1365;10174;-240;-335;17,8735;-91;5,0967
-303;-592;-242;-350;-405,7;-430,6;6;102;-29;-2;-9;-15;-3;-46;88;7;-68;-113;0,5;-18,1;-11;-16;-231;-346;92;122;61;63;31;59;-592;-67;-44;-19;-8;-5;-7;-10;-239;-31;-73;-95;-23;-39;17;-145;-15;0;-2;0;1;-1;-37;41;47;1;0;9;-25;68;-3;3;-5;0;-2,9;0,7;2,4;610;87;-196;5385;-330;-623;158;136;-527;-25289;-1896;-1108;-3113;-345;-1683;-6588;-1955;-7865;-628;-2138;-3770;-157;-866;1779;4552;-604;-2134;-1606;550;-84;12,9052;35;8,1813
-130;-347;-164;-183;-382,5;-396,5;-4;30;-14;0;-9;-3;-2;-58;84;8;-21;-77;0,6;-20,8;-12;-6;-162;-115;78;71;20;47;58;24;-429;-37;-51;-11;-14;-14;-7;-12;-184;60;2;53;32;-14;-7;-101;-10;0;-34;3;3;0;-14;-51;13;-5;2;-9;-1;51;-2;6;0;1;1,2;0;2,8;245;50;131;2807;117;-285;117;141;-189;-17748;-866;-549;-2716;-566;-3001;-2884;-3190;-2170;-1562;-15428;-3138;419;-1393;-2129;-2626;-2272;-1865;-2200;416;-98;11,3473;-3;7,7762
-261;-539;-203;-336;-405,3;-425,8;-388;64;-39;-2;-22;-13;-2;-78;23;38;-46;-104;0,7;-18,1;11;-14;-258;-325;176;133;37;110;139;23;-557;-71;-63;-31;-23;-22;-9;-1;-296;-47;-59;-138;-40;-32;13;-149;-2;3;-57;0;-10;-3;-17;-55;2;3;4;-14;15;66;-6;-29;1;5;-2,6;2,3;0,5;214;450;-1207;5020;-1311;1774;442;-155;-633;-43965;-1680;-3536;-4081;-3761;-5032;-7945;-3551;-4527;-9150;-18411;-6699;-2441;-1334;2884;-2371;-2245;-4218;-3214;1648;-139;175,3751;-84;4,7117
0;-71;-35;-36;-471,5;-501,3;0;2;-1;0;0;0;-1;-10;8;3;0;-15;0,1;-18,2;0;0;-37;-30;15;5;15;1;0;4;-60;-13;-9;-4;-1;-1;-2;0;-30;-19;-4;-17;-9;-12;0;-27;0;0;0;0;0;0;1;-2;1;0;0;0;0;-2;0;0;0;0;-2,5;-3,9;-2,2;-4;1;23;369;-144;30;-10;21;-19;-4158;0;0;-493;0;-853;-172;-1667;-109;-1080;-1170;0;-646;0;0;0;0;-833;145;0;-22;139,6471;10;145,864
48;-56;-34;-22;-322,2;-329,1;1;1;-8;-1;-4;-7;4;2;11;-12;-17;8;1,3;-24,3;3;-4;-16;-14;11;13;6;21;5;-8;-37;10;-15;-8;-7;-4;-1;-2;-21;-114;-80;-84;-38;-3;-2;-27;0;0;-4;1;0;0;0;7;2;0;-4;-1;0;16;6;-2;0;0;1;5,1;4;56;42;44;755;-404;446;8;17;7;-7863;-450;-1151;-860;158;-1062;-852;-735;-1103;-1755;-2773;-2317;593;-250;-385;942;133;-821;-563;-885;-32;19,6409;6;2,6358
0;-32;-15;-17;-399,4;-422,5;-44;10;1;0;1;0;0;-4;9;-4;-5;-6;4,2;-20,9;0;1;-19;-15;3;6;8;8;-5;-2;-23;-7;-2;0;0;1;2;0;-24;-2;-3;-1;0;0;0;0;0;0;0;1;-2;0;1;0;-1;0;1;1;1;5;0;0;0;0;0;0,8;-1,5;0;0;0;0;0;0;11;-2;-38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7;-140,1643
657;270;138;132;-294,8;-309,8;229;35;6;-1;5;5;-3;-29;28;53;31;6;1;-28,9;2;-4;-35;-45;142;138;63;77;79;61;62;43;4;3;1;-5;-3;3;75;-7;-25;17;3;1;-1;10;-6;0;-4;-1;1;0;-3;-17;-11;-18;0;-1;-2;14;14;2;2;0;2,6;2,2;1,7;3;172;-39;2348;-632;44;62;-258;21;-6015;-525;-564;-923;-433;-1222;-123;-1593;482;-1569;1530;-641;377;922;-173;1002;-1462;427;538;435;-45;16,6499;-6;12,1142
-97;-224;-137;-87;-439,9;-448,2;-2;2;-7;-1;-5;-1;0;-21;38;-8;-32;-34;1,3;-17,1;-7;-2;-141;-86;24;37;4;26;20;11;-217;6;-22;12;2;0;0;-4;-75;51;20;-28;6;21;6;-8;16;0;20;-2;-2;-1;5;12;2;2;1;-3;-1;14;-2;-11;0;-1;-4,6;-1,4;-0,8;160;39;19;2109;-947;196;102;-84;-159;-14735;-3;-491;1799;-1627;-1839;-704;-3655;-3247;-5021;-5809;-2432;1716;1128;-2229;248;-241;-1379;-195;-2328;-45;-3,769;5;11,9894
1;-70;-26;-44;-398,3;-417,8;-52;-31;2;0;-1;8;-5;-21;87;-9;0;-26;0,8;-19,9;-4;-13;-98;-154;92;107;53;79;39;28;-151;38;-15;6;5;5;5;0;-49;-24;-31;-10;-9;-15;-1;-57;-15;0;-19;1;4;0;-1;-35;3;0;2;4;2;8;-14;-7;0;0;2,6;4,7;1,5;70;110;-19;2524;-1496;2100;17;-33;-129;-7023;155;-695;50;-1468;-719;-735;95;-2336;-1356;-5615;-182;-3552;971;-216;922;-2190;-943;395;-862;-7;32,7377;18;4,4345
194;218;61;157;-374,4;-404;29;160;-6;3;-9;1;-1;-33;273;-22;-30;0;-0,4;-17,1;-39;-15;-228;-214;247;338;295;438;-48;-100;-157;79;-19;1;-6;-6;-13;-13;56;155;47;55;16;13;6;15;3;0;12;0;-2;-21;79;-39;28;4;18;10;62;63;-1;1;0;0;0;1,6;-0,5;0;0;0;0;0;0;530;-82;-886;-1806;201;-974;521;500;-339;-784;-667;-415;562;-180;-360;104;0;-364;0;0;0;0;0;1;0;14;3,4762
66;-15;14;-29;-402,1;-419,4;-3;14;-5;0;0;-4;-1;-4;-18;34;2;-13;1;-18,9;-10;-5;-30;-64;49;36;8;20;41;16;-35;-27;0;-11;-1;-1;-1;-6;-16;-44;-22;-33;-9;-17;-3;-35;-12;0;-6;0;0;0;0;-1;6;0;0;3;-1;10;0;0;0;0;-5,9;1,8;0,3;74;9;4;888;-435;-22;28;52;-68;-9019;0;-1272;-2142;-2044;320;-480;-199;-1616;-2003;-2141;-1653;-109;-654;-575;-288;819;-431;718;-36;-34;-46,44;-11;17,4955
-100;-172;-66;-106;-347,5;-363,8;9;19;-28;0;-7;-19;-2;-17;86;50;5;-85;0,8;-22,6;-2;-3;-91;-154;102;102;32;76;70;26;-397;8;-20;-36;-5;-5;-6;2;-186;2;-3;-20;4;-27;7;-63;-17;0;-25;-2;-1;0;1;3;1;1;-6;-1;9;28;-13;-4;0;-1;1,6;0,8;3;318;53;156;3115;1071;-1331;342;104;-134;-24955;-1543;-2144;-2627;-3479;-3024;-4105;-4894;-1950;-1765;-6188;-3170;-182;-1342;-2572;710;-1227;-1760;4435;-1080;-86;4,7031;-40;0,3296
-21;-45;-18;-27;-349,4;-371,1;0;2;-10;-1;-5;0;-4;-13;1;15;-4;-15;1,2;-23,5;2;2;-31;-18;7;-2;3;1;4;-3;-22;-7;-17;-3;7;0;-1;-2;-5;-27;-23;-11;-12;11;0;-14;0;0;15;0;0;0;1;-6;5;-1;0;1;3;1;-5;-4;0;0;-3,8;-1,9;1,1;16;13;37;541;-481;349;28;21;-59;-1307;-304;-499;-70;-962;684;129;602;-366;-249;-3861;-1064;-308;76;-128;543;-416;-920;-252;-1253;-2;-28,5676;-3;7,4352
-71;-118;-44;-74;-437,5;-463;2;2;-4;0;-5;0;1;-14;-6;0;-8;-18;1,4;-18;-2;1;-77;-82;38;25;18;21;20;4;-115;-14;-23;3;2;0;-4;-1;-8;21;17;-18;1;27;17;-48;11;0;-15;1;2;0;0;-8;7;0;-3;7;15;-2;-6;2;0;0;-3,4;-1,1;-0,8;59;-2;3;1145;-199;282;16;-12;-58;-13712;99;-78;-1778;-1312;-105;-1647;-4732;-2906;-1412;900;-1606;-254;-397;81;1592;80;-924;1836;449;-24;40,7434;6;2,3558
-42;-228;-112;-116;-451,3;-459,5;1;-16;-4;0;0;-1;-3;3;-1;-26;-1;-39;2,8;-18,1;6;4;-82;-63;-10;-17;-4;8;-6;-25;-171;-18;-7;-4;-2;-1;1;-4;-65;-11;-4;-16;0;-6;0;-29;10;0;9;-1;0;0;-4;-1;-3;0;-4;0;0;-2;0;-4;0;0;-3,7;2,7;1,2;11;12;135;956;-684;376;19;19;-91;-8599;0;-581;-481;-2378;-939;-2616;110;-1246;-813;-3135;-1050;-602;-952;-1452;402;-2347;1803;305;915;-5;80,675;-13;1,6417
-587;-1531;-698;-833;-381,2;-414,7;-4;253;-101;0;-65;-25;-11;-209;523;-89;-221;-331;0,2;-17,1;-23;1;-587;-855;200;217;133;313;67;-96;-1656;-355;-184;-79;-24;-14;-27;-48;-583;422;114;149;41;-47;24;-564;-32;6;-72;7;5;-13;-340;-95;-42;0;-30;-46;32;144;-4;15;-4;4;-3,9;2,1;2,3;691;378;1781;15628;3203;-4291;2474;663;-2580;-179121;-7796;-22961;-22136;-16724;-19237;-18957;-24351;-25057;-21211;-83404;-31348;-23440;-9203;3535;-311;-9335;-2195;1046;-10912;-394;15,2237;12;7,7566
-9;-155;-108;-47;-332,4;-346,8;-4;9;-56;-1;-22;-10;-23;-54;89;47;-8;-65;1,1;-22,6;-3;-4;-95;-33;89;106;45;60;44;46;-395;-16;-106;-13;-7;-8;-7;-3;-159;-60;-78;-55;-54;-18;19;-137;-29;0;-61;1;0;-1;-44;-108;6;-3;-4;-14;-6;70;35;6;0;2;1,1;0,1;1,2;194;135;100;2987;-595;448;71;-178;-12;-32307;-2252;-4082;-3130;-4170;-1549;-3476;-6252;-1740;-5336;-4796;-5301;243;-2615;42;1666;-1037;-335;648;1936;-121;-17,8478;-44;6,6423
-60;-144;-78;-66;-431,9;-459;0;3;4;0;5;0;-1;-12;-6;4;3;-31;0;-19;1;-3;-34;-50;-13;2;0;2;-13;0;-108;-42;-5;-6;4;3;-3;-2;-59;20;-4;-1;2;-1;-3;-24;0;0;-1;0;-1;0;-12;-20;-4;0;0;0;2;-9;2;-2;0;0;-0,9;3;1,4;17;6;24;554;-101;118;35;3;-13;-6694;-564;269;-270;-178;-737;-555;-1284;-676;-2318;-3261;-1436;-256;771;-560;152;201;-77;-1786;-81;-28;44,5204;2;7,4213
-9;-50;-38;-12;-394,6;-412,8;-1;-14;6;-1;1;5;1;5;-2;-7;-15;0;0,7;-19,8;-1;-2;-44;-55;15;40;-1;12;16;28;-78;0;-2;4;-2;0;0;-2;-9;-34;-9;-23;1;2;0;-33;-3;0;-17;0;-2;-1;-4;-29;2;0;-10;-8;0;-6;1;1;0;0;-3,1;2,4;3,9;164;17;47;720;-214;166;86;27;-124;-10679;-1840;-1265;-2169;816;-1935;247;-1204;-3788;754;-6535;-1694;-812;-1186;-1084;165;-342;-958;-130;-1220;-23;0,4989;7;-10,2169
468;146;65;81;-363,6;-378,9;32;36;-11;2;3;-21;5;-19;106;76;10;-51;1,1;-21,6;-21;-8;-214;-169;247;252;184;269;63;-17;-247;50;-93;-37;-3;-5;5;4;71;191;56;101;36;73;40;-22;33;18;12;3;-3;0;3;-19;8;1;10;9;25;120;20;-14;0;0;3,6;2;2,4;606;146;-76;9408;-6915;7738;453;-187;-464;-46339;-2296;-3980;-6218;-6013;-1501;-7975;-5523;-7967;-5222;6667;-499;1146;-1043;-1012;3942;1299;4801;-486;-1724;-199;40,0865;11;6,3203
322;373;217;156;-340,7;-357,8;1;1;-19;-2;-16;-8;7;-22;121;107;13;0;1,5;-21,6;3;-15;-58;-111;245;277;126;198;119;79;-149;170;-62;-6;-10;-15;-5;-8;53;-8;6;5;13;-39;-8;-131;-1;0;-49;4;0;-3;-18;36;3;1;1;2;7;47;0;1;3;7;0,3;0,9;2,7;411;53;172;3091;314;253;298;134;76;-32828;-1543;-2852;-3657;-5784;-915;-4751;-5068;-566;-7301;-21926;-9139;-4804;1590;-4592;2804;-2774;-1724;-726;-2162;-98;11,1961;-26;2,0651
-99;-205;-98;-107;-390,8;-413,8;-6;36;-11;-1;-14;5;-1;-32;62;42;-32;-61;0,7;-19,9;9;4;-130;-156;77;66;28;48;49;18;-339;26;-37;12;0;-1;-4;-2;-131;9;14;-30;-12;-17;25;-97;1;14;-9;0;-2;0;-1;49;-1;-2;-1;10;-12;46;-17;-14;0;1;-1,3;6,8;-2,3;283;49;272;2424;-136;224;116;47;-39;-25906;-665;-435;-1786;-2233;-2064;-1521;-5721;-5974;-5251;-5791;-3910;376;-2099;-470;991;-735;-292;310;210;-32;17,5281;3;3,4306
-7;-87;-60;-27;-394,4;-418,3;-15;16;-5;0;-4;-1;0;-6;17;10;-2;-27;1;-19,9;2;-5;-26;-54;-1;20;11;11;-12;9;-61;-37;-19;2;3;5;-3;-3;-35;6;0;-7;4;-2;10;-10;-3;0;-2;-1;0;0;0;-7;0;0;1;2;2;-3;0;0;0;0;-1,4;4,7;2,1;34;2;-69;839;-350;203;72;5;-84;-6248;0;-270;-130;-1197;-326;-1965;-1690;161;-1441;43;-195;-366;937;-839;501;-805;-661;3015;-1733;-38;6,5588;6;-7,9581
350;36;75;-39;-350,5;-363,9;4;181;-44;-3;-13;-14;-14;-48;391;128;-35;-111;-1;-21,7;-13;-12;-138;-235;317;379;82;131;235;248;-639;-69;-132;-35;-22;-20;-14;-17;-305;19;-37;26;20;68;33;-20;35;8;5;1;0;-1;-21;-33;13;1;8;-7;3;122;-27;-29;-1;-6;0,2;3,2;1,2;566;261;137;5879;806;-645;593;208;-421;-36466;-822;-1019;-1674;-4687;-3549;-4940;-10495;-4607;-4781;-810;-1868;-1055;-4990;2636;812;1020;-2314;3512;1437;-195;120,4855;-58;6,7618
-542;-749;-323;-426;-423,1;-456,7;-1;19;-17;-3;-4;-3;-7;-83;28;-119;-23;-99;0,6;-17,2;-5;-7;-209;-310;-10;-1;-26;-12;16;11;-418;-61;-26;-21;-9;-11;-1;-5;-272;52;-4;24;0;-26;-9;-149;-29;-8;-58;1;-1;-2;-5;-100;-21;-1;-6;-7;1;113;-5;-18;0;1;0,2;1,9;1,9;480;140;-358;2673;1321;-662;217;-24;-90;-52795;-82;-921;-1452;-3502;-1638;-6672;-3778;-14213;-20194;-12533;-6118;358;-51;-784;699;-2960;39;-2807;-673;-81;27,6536;-41;12,3689
-242;-368;-175;-193;-436,2;-463;-1;-21;-11;-1;-7;-4;1;-28;-16;-65;-20;-48;1,3;-17,2;-7;-12;-142;-161;17;10;12;15;5;-5;-213;-15;-15;-10;3;6;-3;-6;-120;29;-5;19;16;-56;20;-134;-14;12;-20;0;-3;-2;-30;-20;-20;-1;-2;-6;-6;-9;0;13;0;-2;-3,9;1,4;1,9;74;37;261;2463;-754;-113;190;-363;-140;-18302;-300;-856;-2039;-3392;-345;-2199;-3239;-4594;-1074;-13888;-2633;-2447;-651;-573;-785;-3361;-2026;-797;-615;-34;14,3866;-37;8,781
177;353;147;206;-386,4;-409,7;10;67;-50;-2;-12;-23;-13;-45;174;255;-54;-49;0,4;-18,9;4;-7;-106;-243;330;514;149;299;181;215;-414;46;-95;-20;-16;-6;1;3;-161;9;-47;77;-12;-87;32;-131;-40;-1;-50;-1;-5;-4;-11;-35;9;-1;13;-5;-10;47;31;-9;1;-1;0;2,8;4;554;78;938;6489;2900;-3986;926;11;-306;-54539;-1058;-5758;-5444;-6111;-5550;-9247;-8448;-7582;-5339;-16902;-6391;-4992;-317;-556;-1976;-2133;983;-3165;1601;-124;-13,4898;-30;8,4708
-216;-322;-154;-168;-392,5;-410,3;4;9;-19;-3;-11;-6;1;-39;22;-22;-15;-47;1,4;-19;-11;-4;-124;-111;33;18;4;6;29;12;-305;-20;-58;-5;-16;-12;1;14;-136;-35;-28;-19;-7;-6;6;-13;12;5;7;0;-2;1;-5;5;3;-1;-7;17;15;41;12;-22;0;2;-3,8;1,8;2,2;107;12;-125;1676;178;-372;12;60;-85;-28167;-407;-132;-4593;-4283;-2837;-3836;-3066;-5689;-3652;3614;-1973;-1071;528;-1774;5155;-4327;-1472;4191;4357;-71;-32,0916;4;3,6798
-78;-237;-130;-107;-340,8;-364,3;-1;16;-45;-1;5;-34;-15;-21;55;34;-18;-64;1,8;-21,6;-11;4;-122;-126;86;87;11;34;75;53;-374;-26;-68;-49;-18;-24;21;22;-120;-96;-54;-99;-68;-52;-13;-192;17;0;-27;-2;0;-1;-38;-177;-14;0;9;-5;6;61;8;2;-3;6;0,6;1,8;1,4;171;57;688;3988;-2194;1825;136;133;-76;-38516;-1028;-5447;-4739;-414;-2917;-4495;-4901;-4988;-9059;-25721;-9180;-6874;-3632;676;-1038;-337;-2765;-1576;-775;-122;11,2624;20;10,7136
755;767;404;363;-354,3;-378,6;14;27;-69;-4;-37;-30;2;-189;532;177;47;-83;0,2;-19,9;-48;3;-268;-338;758;794;286;420;472;374;-503;50;-160;-40;-28;-31;25;29;-115;138;-50;-14;-59;-133;24;-214;-80;-8;-96;2;-4;-7;-6;-20;-14;5;-38;-11;-53;23;34;-15;-13;-2;-0,8;3,4;4,8;2465;791;178;6908;8362;-4729;843;431;-258;-110502;-5809;-8844;-10287;-15793;-18357;-12590;-11049;-17886;-10043;-34607;-20225;-6440;-6709;6654;4314;-6726;-4274;6154;-6522;-327;11,3794;-4;3,79
0;-144;-51;-93;-353,7;-366,2;8;4;-21;0;-7;-11;-3;-31;56;12;1;-52;5,3;-21,7;4;0;-41;-71;56;33;20;36;36;-3;-242;-38;-52;-15;-10;-8;-6;-4;-134;-101;-51;-27;-12;-21;2;-52;-10;0;-16;1;-1;-1;-2;44;0;-3;-6;13;5;22;0;5;0;-2;-1,5;0,9;0,1;131;53;40;1786;-168;-265;91;-9;-102;-17327;-323;-288;-2783;-3768;-262;-2462;-1475;-3713;-2244;-9170;-1430;-1021;-2122;-407;287;-2185;-2420;414;-286;-60;-9,2702;-14;3,7032
-467;-768;-400;-368;-434,1;-461,6;0;2;-27;0;-12;-14;-1;-58;-3;-92;-71;-66;1,2;-17,2;-10;-7;-293;-289;-24;14;-10;35;-14;-21;-453;-61;-51;-17;-14;-11;4;1;-188;-113;-69;-171;-51;620;309;1076;-26;-12;-58;1;1;0;-77;-1;-39;-1;-9;7;-4;20;3;-9;0;0;-2,5;-0,7;2;198;122;-162;2379;-800;683;-80;71;-59;-35766;-1715;-3090;-2375;889;-1479;-6968;-7955;-6006;-6833;-22646;-9137;-1430;-3753;-1151;-2171;-2044;-2101;2259;-2822;-88;23,6947;-6;3,7255
1522;1096;623;473;-338,9;-353;33;604;-74;0;-16;-38;-20;-78;1308;519;29;-327;-2,7;-22,7;41;5;46;-190;871;875;174;329;697;546;-1485;202;-261;-29;-33;-37;40;28;-464;658;122;175;6;103;88;151;5;5;30;-4;-5;0;-34;9;13;0;-9;35;35;77;-22;14;4;-6;0,5;0,8;0;1758;647;-1547;13198;2458;-4327;1262;350;-448;-67218;-3316;-1712;-7380;-8818;-12696;-10982;-7650;-8044;-6241;17801;-5119;2505;-362;4036;3205;-5658;8650;5974;4481;-394;-3,4983;-7;6,9233
280;92;62;30;-407,5;-430,3;-261;274;-2;-2;-7;8;-1;26;30;12;15;-3;0,2;-19,8;0;0;-148;-167;130;153;34;113;96;40;-35;11;10;6;-16;-11;-1;0;126;175;55;42;18;-34;-4;-45;-14;0;11;0;3;1;0;17;1;5;9;5;-1;18;6;-7;0;0;4,5;2,7;4,5;-155;454;-62;4945;-3927;4456;15;-31;-133;-9034;-830;205;240;-2598;-1123;-1622;-457;-2311;-914;-9691;-2732;-1933;217;595;-1671;-2614;1438;-2162;-709;15;0,5916;-3;7,5846
-59;-323;-109;-214;-379,4;-403,5;0;82;-32;-4;-13;-16;1;-51;139;76;-110;-74;0,9;-18,9;-24;8;-196;-254;160;160;25;84;135;76;-493;10;-100;-13;-32;-31;-1;-4;-180;-135;-23;-144;-3;-122;-44;-230;-40;-7;-61;-2;-3;1;-44;-90;11;8;-4;-12;1;100;15;-1;-2;-4;-1,3;0,1;0,9;381;106;247;5131;-438;-804;312;-23;-299;-50523;-1979;-2705;-2962;-5196;-7518;-5110;-6528;-9232;-9320;-18873;-5034;-8205;-6385;2572;2224;-3087;-1295;3570;-3153;-143;10,7646;-38;-1,0965
9;-48;-4;-44;-374,9;-417,9;0;18;-4;-1;-1;0;-2;-13;2;10;-13;-9;1;-19,9;1;1;-7;-33;21;12;-2;2;23;10;-87;-3;-7;-2;-2;-2;0;-1;-34;-10;-2;-3;-3;-31;0;-71;-16;0;-30;0;0;0;2;-5;-3;0;0;2;-1;0;0;0;0;0;-5,4;-0,1;0,7;49;9;37;494;-138;9;7;5;-16;-3076;-176;164;-437;-218;-403;-287;-642;476;-1624;-772;-529;-266;-360;1094;-1;588;-6;167;-763;-10;-59,5625;10;13,5711
-11;-250;-107;-143;-403,9;-427;0;4;-17;-4;-5;-5;-3;-44;82;-8;-30;-60;0,5;-18;-4;-7;-142;-211;55;114;23;75;32;39;-243;-84;-28;-26;-5;-5;-4;-1;-66;58;22;24;30;-54;26;-131;-19;21;-7;2;5;-3;-29;-41;-27;-9;0;-2;-7;33;-14;10;0;0;0,3;4,6;3;348;131;126;2943;1068;-1264;253;26;-184;-23055;-1611;-816;-2797;-2630;-2570;-5352;-2457;-4982;-96;-13702;-8462;-1401;128;451;1176;-777;-773;-2529;-1145;-76;26,3726;12;9,9942
-189;-322;-135;-187;-372,9;-397,8;-2;9;-14;-1;-9;-2;-2;-40;74;-5;-28;-63;0,1;-19,9;4;-4;-79;-133;27;8;-10;3;37;5;-298;-51;-52;-21;2;0;7;0;-173;-64;-40;-47;-12;-32;7;-182;-14;4;-66;-1;0;0;-13;-88;-23;1;-7;4;-16;10;-8;-1;-1;-4;-0,3;3,6;-0,1;5;39;216;2812;-1228;921;78;145;-245;-24426;-1162;-1471;-5481;-1259;-1467;-3046;-3760;-4016;-2814;-13462;-3890;-2696;-273;-2287;477;-1060;-1581;274;-2353;-117;8,3973;-51;4,1418
7002;6964;3706;3258;-326,4;-349;20;1128;-482;-28;-277;-173;-4;-447;6867;1321;-256;-418;-1,6;-19;-95;21;-786;-1085;5259;4949;2757;3359;2502;1590;-3746;981;-1297;-135;-209;-186;20;9;-613;1416;0;226;-140;-524;454;-1275;-318;-62;-763;26;-7;-13;-648;-662;-170;82;-52;28;175;777;100;88;36;7;2,3;2,5;2,6;7001;788;7883;56552;15008;-3690;3333;2055;-259;-760390;-35504;-89744;-111601;-102077;-86625;-96703;-89005;-75677;-70546;-174900;-130595;-63159;-38304;13213;21118;-18528;4420;28828;8399;-2153;6,6426;-174;7,5466
-55;-451;-213;-238;-405,9;-430,5;0;8;-31;0;-17;-12;-2;-55;93;-30;-66;-61;0,2;-17,2;0;1;-131;-163;-37;-24;-7;15;-30;-39;-340;-92;-45;-26;-13;-10;6;3;-141;49;1;-6;-3;10;5;-33;12;-4;-12;-3;0;6;-28;-6;-11;0;-22;-14;-2;44;0;-12;1;2;-0,7;2;1,5;330;109;-71;1897;195;75;-7;56;8;-28902;-908;-2483;-822;121;-1316;-5462;-4669;-7909;-5365;-5385;-4589;-502;-1532;3258;-2156;-2186;2362;-2588;2616;-94;-9,0542;-22;12,8703
-101;-247;-111;-136;-454,4;-479,4;0;-6;0;0;1;0;-1;-17;10;-43;-24;-19;-0,6;-17,1;0;-2;-88;-97;15;-11;-6;-10;21;-1;-112;-16;-1;4;-3;-2;0;-1;-70;-4;-11;-14;1;0;18;-60;2;0;-4;0;-3;0;-7;4;9;0;-3;5;1;13;-7;0;0;-1;1,6;-0,9;-2,4;101;29;-149;1216;496;-676;31;-36;-49;-7579;-68;-140;-1621;782;-937;-707;-1018;-618;-3170;-5591;-1414;18;531;-560;303;-2105;-4473;564;1455;-16;-8,1685;-22;9,1646
334;230;172;58;-362,8;-385,3;13;78;-11;-3;-14;5;1;-5;139;26;-16;15;0,1;-19,8;2;-4;-86;-83;229;118;66;97;163;21;-170;95;-48;1;-9;-12;-5;-1;70;11;-17;-22;-2;-12;23;-53;6;17;-21;-1;-4;-1;2;-31;10;0;3;25;13;40;15;10;0;-2;2,5;6,1;-3;467;67;74;3412;865;-709;389;-130;-123;-27730;-1820;-766;-1845;-2096;-2753;-5492;-1837;-7659;-3449;-11928;-4179;1056;-1342;-1010;-2724;-2681;-984;447;-511;-145;-77,3509;-23;2,8456
-128;-215;-120;-95;-432,2;-449,5;-2;-3;3;1;1;0;1;-7;-10;-24;-23;-23;1,6;-18,1;-4;-3;-99;-76;21;2;-3;5;24;-3;-117;7;-13;-6;-10;-8;0;-2;-68;13;-14;23;-23;15;19;-18;0;0;2;0;1;0;-1;-70;-5;-10;2;-3;-19;-15;-16;4;-3;-2;1,5;0,2;0,9;182;21;198;1108;-248;428;-146;91;-20;-28903;-1390;-2430;-3034;-1582;-3115;-3312;-5756;-5934;-2418;1971;-715;-662;-750;1223;-477;824;1050;1460;18;-32;114,875;-22;19,0768
-245;-325;-111;-214;-392,6;-416,3;-295;80;-20;-3;-3;-26;12;-85;109;34;-11;-106;1,1;-18,9;-2;-3;-198;-280;162;154;53;119;109;35;-592;82;-66;-8;-23;-23;0;-1;-232;-85;-70;-93;-29;22;51;-53;6;30;-6;2;-1;-2;5;49;-12;4;2;4;30;115;23;-5;-1;2;-0,7;5,1;4;-59;928;154;5247;-1097;2453;385;-57;-342;-36683;-912;-2329;-3898;-4801;-5381;-3847;-4122;-6326;-5050;-3631;-2955;-909;147;1324;-1314;606;336;-168;-779;-151;16,8527;-10;1,5608
